"year","quarter","day_of_week_num","day_of_week_label","hour_of_day","arrivals_n","hours_observed","arrival_rate_per_hour","interarrival_n","mean_interarrival_min","median_interarrival_min","p75_interarrival_min","p90_interarrival_min","p95_interarrival_min","sd_interarrival_min","min_interarrival_min","max_interarrival_min"
"2025","1","1","Monday","0","57","13","4.3846","57","13.89","10.50","21.00","28.00","29.80","10.18","1.00","40.00"
"2025","1","1","Monday","1","63","13","4.8462","62","13.10","11.00","16.75","28.46","37.73","11.33","0.37","58.00"
"2025","1","1","Monday","2","47","13","3.6154","47","16.00","13.80","22.50","35.26","44.20","13.62","1.00","54.00"
"2025","1","1","Monday","3","36","13","2.7692","36","17.83","13.00","24.00","36.00","47.49","17.76","1.85","89.00"
"2025","1","1","Monday","4","40","13","3.0769","40","21.05","13.00","28.91","53.96","66.82","20.63","1.00","80.00"
"2025","1","1","Monday","5","40","13","3.0769","39","17.77","12.00","25.00","37.60","54.60","17.79","1.00","70.00"
"2025","1","1","Monday","6","30","13","2.3077","30","27.10","18.50","35.75","50.40","92.55","27.43","1.00","104.00"
"2025","1","1","Monday","7","52","13","4.0000","51","17.65","10.00","21.12","47.00","63.00","20.23","0.03","77.00"
"2025","1","1","Monday","8","100","13","7.6923","100","8.28","5.00","9.00","15.22","24.05","10.41","0.45","67.00"
"2025","1","1","Monday","9","135","13","10.3846","132","6.43","4.00","8.00","15.90","18.45","6.34","0.05","47.00"
"2025","1","1","Monday","10","183","13","14.0769","179","4.35","3.00","5.00","9.03","12.00","3.95","0.07","29.00"
"2025","1","1","Monday","11","185","13","14.2308","183","4.26","3.00","5.00","9.00","12.00","3.95","0.07","31.00"
"2025","1","1","Monday","12","167","13","12.8462","161","4.53","3.00","6.00","10.00","12.00","3.87","0.08","24.00"
"2025","1","1","Monday","13","172","13","13.2308","166","5.16","3.00","6.00","10.50","12.00","5.17","0.05","35.00"
"2025","1","1","Monday","14","131","13","10.0769","130","5.87","4.00","6.75","11.55","17.06","5.74","0.38","38.00"
"2025","1","1","Monday","15","150","13","11.5385","150","5.25","3.00","6.00","11.00","17.00","4.67","1.00","25.00"
"2025","1","1","Monday","16","140","13","10.7692","139","5.41","4.00","7.00","13.00","16.00","4.51","0.17","20.85"
"2025","1","1","Monday","17","145","13","11.1538","143","5.48","4.00","7.00","11.00","15.90","5.07","0.27","28.00"
"2025","1","1","Monday","18","145","13","11.1538","139","5.50","3.00","6.00","11.20","18.05","5.96","0.65","35.00"
"2025","1","1","Monday","19","150","13","11.5385","147","5.57","4.00","7.00","12.00","14.00","5.49","0.33","45.00"
"2025","1","1","Monday","20","105","13","8.0769","104","7.07","5.00","10.00","16.40","20.85","6.47","0.38","31.00"
"2025","1","1","Monday","21","95","13","7.3077","93","8.54","7.00","12.00","16.95","21.80","6.43","0.18","29.00"
"2025","1","1","Monday","22","77","13","5.9231","77","9.42","8.00","14.00","19.40","25.00","7.07","1.00","28.00"
"2025","1","1","Monday","23","61","13","4.6923","61","11.08","7.00","13.00","23.00","33.00","12.75","1.00","85.00"
"2025","1","2","Tuesday","0","54","12","4.5000","54","13.31","8.50","20.00","31.50","37.75","12.41","1.00","54.00"
"2025","1","2","Tuesday","1","32","12","2.6667","31","19.74","13.00","30.00","37.00","51.50","17.49","1.00","71.00"
"2025","1","2","Tuesday","2","44","12","3.6667","43","21.51","16.00","25.50","51.97","57.70","20.2","1.00","92.00"
"2025","1","2","Tuesday","3","34","12","2.8333","34","16.69","13.50","21.25","30.40","48.96","13.44","2.00","54.00"
"2025","1","2","Tuesday","4","30","12","2.5000","30","18.88","12.00","28.75","41.80","49.55","19.09","1.00","86.00"
"2025","1","2","Tuesday","5","40","12","3.3333","39","23.41","13.00","33.00","56.80","67.90","24.6","2.00","99.42"
"2025","1","2","Tuesday","6","38","12","3.1667","37","17.65","10.00","24.00","41.00","53.00","17.03","1.00","64.00"
"2025","1","2","Tuesday","7","45","12","3.7500","44","18.50","13.00","22.75","47.40","50.00","17.21","1.00","73.93"
"2025","1","2","Tuesday","8","77","12","6.4167","76","11.14","8.82","15.00","21.00","23.19","10.69","0.28","66.00"
"2025","1","2","Tuesday","9","108","12","9.0000","105","6.74","5.00","8.00","14.96","19.00","6.1","0.25","31.00"
"2025","1","2","Tuesday","10","156","12","13.0000","154","4.78","3.00","5.00","9.00","13.09","5.1","0.48","35.00"
"2025","1","2","Tuesday","11","148","12","12.3333","144","5.05","4.00","6.00","11.00","14.00","4.8","0.80","38.00"
"2025","1","2","Tuesday","12","153","12","12.7500","152","4.87","3.67","5.00","10.00","13.00","4.75","0.43","29.00"
"2025","1","2","Tuesday","13","144","12","12.0000","139","5.00","4.00","6.00","9.00","12.93","4.05","0.33","23.00"
"2025","1","2","Tuesday","14","136","12","11.3333","136","5.25","4.00","5.03","11.50","16.25","4.8","0.58","25.00"
"2025","1","2","Tuesday","15","128","12","10.6667","126","5.63","4.00","7.00","12.00","15.75","4.69","0.38","31.00"
"2025","1","2","Tuesday","16","112","12","9.3333","110","6.58","4.00","8.75","14.00","21.65","6.54","0.03","35.00"
"2025","1","2","Tuesday","17","136","12","11.3333","132","5.54","4.00","7.00","11.00","13.45","4.95","0.20","34.00"
"2025","1","2","Tuesday","18","146","12","12.1667","141","5.02","3.77","6.60","10.00","13.00","4.62","0.28","32.00"
"2025","1","2","Tuesday","19","139","12","11.5833","139","5.39","4.00","6.73","12.00","14.20","4.6","0.57","26.00"
"2025","1","2","Tuesday","20","120","12","10.0000","117","5.95","4.00","8.00","14.40","17.20","5.32","0.60","27.00"
"2025","1","2","Tuesday","21","94","12","7.8333","93","7.38","5.20","9.95","17.00","19.73","6","0.20","25.00"
"2025","1","2","Tuesday","22","78","12","6.5000","78","9.01","7.50","12.00","18.17","22.30","6.57","1.00","28.00"
"2025","1","2","Tuesday","23","72","12","6.0000","72","10.28","7.00","13.25","21.90","29.19","8.9","0.05","42.00"
"2025","1","3","Wednesday","0","53","13","4.0769","51","11.34","10.00","15.00","22.00","31.00","9.43","1.00","40.00"
"2025","1","3","Wednesday","1","52","13","4.0000","52","16.27","11.08","24.00","40.10","45.25","15.67","1.00","76.00"
"2025","1","3","Wednesday","2","30","13","2.3077","30","26.52","18.00","34.50","55.67","65.72","23.74","1.00","105.75"
"2025","1","3","Wednesday","3","34","13","2.6154","34","20.09","18.00","31.00","36.70","43.75","15.7","1.00","71.00"
"2025","1","3","Wednesday","4","41","13","3.1538","41","18.55","14.00","24.00","47.00","52.00","19.45","0.35","96.00"
"2025","1","3","Wednesday","5","32","13","2.4615","31","22.05","13.00","34.00","53.00","62.46","21.76","1.00","85.00"
"2025","1","3","Wednesday","6","33","13","2.5385","33","27.38","19.00","37.00","70.60","90.40","29.67","1.00","120.00"
"2025","1","3","Wednesday","7","51","13","3.9231","51","19.49","14.00","23.00","47.00","58.50","18.64","2.00","82.00"
"2025","1","3","Wednesday","8","79","13","6.0769","79","9.96","6.00","13.50","23.60","28.40","9.3","0.20","41.00"
"2025","1","3","Wednesday","9","113","13","8.6923","112","7.27","5.00","8.25","16.90","20.90","6.62","1.00","30.00"
"2025","1","3","Wednesday","10","134","13","10.3077","132","5.53","4.00","7.00","12.00","14.45","4.48","0.25","24.00"
"2025","1","3","Wednesday","11","155","13","11.9231","152","5.32","4.00","7.00","11.00","15.45","5.1","0.07","36.00"
"2025","1","3","Wednesday","12","133","13","10.2308","131","5.73","4.00","7.00","13.00","16.50","5.01","0.05","25.00"
"2025","1","3","Wednesday","13","149","13","11.4615","147","5.48","3.00","6.37","11.73","19.72","5.34","0.25","28.00"
"2025","1","3","Wednesday","14","133","13","10.2308","131","5.67","4.00","7.00","11.00","14.00","4.76","1.00","33.00"
"2025","1","3","Wednesday","15","137","13","10.5385","135","6.07","4.00","8.00","12.09","17.60","5.58","0.85","33.00"
"2025","1","3","Wednesday","16","142","13","10.9231","138","5.47","4.00","7.00","11.30","13.15","4","0.22","23.00"
"2025","1","3","Wednesday","17","122","13","9.3846","121","6.72","4.87","9.00","14.00","20.00","6.35","1.00","33.00"
"2025","1","3","Wednesday","18","143","13","11.0000","140","5.55","4.00","7.00","12.26","15.03","4.78","0.02","23.00"
"2025","1","3","Wednesday","19","144","13","11.0769","141","5.68","4.00","7.00","11.00","15.00","5.13","0.27","30.00"
"2025","1","3","Wednesday","20","105","13","8.0769","102","6.87","5.00","10.75","15.99","17.97","5.68","0.32","25.00"
"2025","1","3","Wednesday","21","97","13","7.4615","93","8.81","5.42","12.00","21.60","25.00","9.43","0.98","52.00"
"2025","1","3","Wednesday","22","90","13","6.9231","89","7.69","5.00","11.00","18.77","20.00","6.42","0.28","28.00"
"2025","1","3","Wednesday","23","73","13","5.6154","71","12.00","8.00","15.33","32.00","35.88","11.59","0.25","46.00"
"2025","1","4","Thursday","0","60","13","4.6154","59","12.37","8.63","17.50","25.00","29.70","11.58","1.00","65.13"
"2025","1","4","Thursday","1","44","13","3.3846","43","14.66","10.00","21.39","28.05","43.62","12.61","0.20","52.00"
"2025","1","4","Thursday","2","38","13","2.9231","37","19.23","9.82","23.00","36.90","59.20","25.9","2.00","142.63"
"2025","1","4","Thursday","3","43","13","3.3077","43","22.67","16.00","24.00","62.21","75.46","26.77","0.65","136.00"
"2025","1","4","Thursday","4","27","13","2.0769","27","21.92","12.73","32.80","52.75","58.61","20.41","1.00","74.00"
"2025","1","4","Thursday","5","31","13","2.3846","31","29.00","18.00","46.36","69.00","74.34","25.16","2.68","94.00"
"2025","1","4","Thursday","6","44","13","3.3846","44","19.09","11.23","28.25","42.16","51.67","17.68","0.37","70.00"
"2025","1","4","Thursday","7","49","13","3.7692","49","15.56","11.00","19.72","32.95","47.20","15.21","1.00","66.00"
"2025","1","4","Thursday","8","78","13","6.0000","78","11.45","7.00","14.00","24.28","32.30","11.39","0.35","55.00"
"2025","1","4","Thursday","9","130","13","10.0000","126","6.37","4.00","7.00","14.40","20.00","5.72","0.87","29.00"
"2025","1","4","Thursday","10","144","13","11.0769","144","5.59","4.00","6.89","12.00","14.93","4.82","1.00","33.00"
"2025","1","4","Thursday","11","151","13","11.6154","148","5.33","4.00","7.25","10.00","14.00","4.22","0.55","24.00"
"2025","1","4","Thursday","12","155","13","11.9231","151","5.07","4.00","6.03","11.00","13.00","4.12","0.48","23.00"
"2025","1","4","Thursday","13","152","13","11.6923","148","5.20","3.00","7.00","13.00","16.00","4.45","0.10","19.80"
"2025","1","4","Thursday","14","132","13","10.1538","131","6.00","4.00","7.00","12.00","17.00","6.04","0.20","42.00"
"2025","1","4","Thursday","15","138","13","10.6154","137","5.36","3.00","6.00","11.00","16.20","5.76","0.35","37.00"
"2025","1","4","Thursday","16","123","13","9.4615","123","6.44","4.00","8.50","13.87","17.80","6.02","0.02","31.00"
"2025","1","4","Thursday","17","154","13","11.8462","149","5.63","4.00","6.00","13.00","15.60","5.75","0.05","38.00"
"2025","1","4","Thursday","18","136","13","10.4615","131","5.73","4.00","7.35","12.00","14.13","4.51","0.20","22.00"
"2025","1","4","Thursday","19","151","13","11.6154","147","5.33","4.00","7.00","11.40","15.00","4.53","0.22","23.00"
"2025","1","4","Thursday","20","141","13","10.8462","136","5.68","4.00","7.07","11.50","14.29","4.47","0.70","25.00"
"2025","1","4","Thursday","21","108","13","8.3077","105","7.54","6.00","10.00","15.47","19.80","6.79","0.05","43.00"
"2025","1","4","Thursday","22","88","13","6.7692","88","8.01","5.00","12.00","16.30","20.06","8.03","0.83","47.00"
"2025","1","4","Thursday","23","73","13","5.6154","72","10.99","8.50","15.25","23.90","31.90","9.86","0.15","52.00"
"2025","1","5","Friday","0","58","13","4.4615","58","13.07","10.00","18.00","28.10","35.15","10.74","1.00","39.00"
"2025","1","5","Friday","1","48","13","3.6923","47","15.99","10.52","23.50","34.40","38.00","14.34","0.13","64.47"
"2025","1","5","Friday","2","32","13","2.4615","32","18.83","19.43","26.75","34.90","39.31","13.52","0.72","51.00"
"2025","1","5","Friday","3","30","13","2.3077","29","25.84","21.00","36.00","51.74","63.88","21","1.57","86.00"
"2025","1","5","Friday","4","38","13","2.9231","37","24.35","15.00","32.87","51.60","62.40","26.71","1.00","138.00"
"2025","1","5","Friday","5","34","13","2.6154","34","24.17","21.42","32.75","46.60","59.65","21.57","2.00","104.00"
"2025","1","5","Friday","6","35","13","2.6923","35","22.27","15.00","27.58","56.02","59.60","19.91","3.00","82.00"
"2025","1","5","Friday","7","57","13","4.3846","57","13.78","9.83","21.70","32.40","35.20","11.45","1.00","43.00"
"2025","1","5","Friday","8","102","13","7.8462","99","9.21","6.00","12.00","21.20","24.60","9.81","0.65","62.00"
"2025","1","5","Friday","9","135","13","10.3846","131","6.28","4.00","8.00","13.00","19.00","6.21","0.03","43.00"
"2025","1","5","Friday","10","173","13","13.3077","166","4.52","3.00","5.62","9.00","12.61","3.71","0.28","19.00"
"2025","1","5","Friday","11","157","13","12.0769","153","4.86","4.00","6.00","8.80","13.00","4.11","0.45","25.00"
"2025","1","5","Friday","12","154","13","11.8462","152","5.34","4.00","7.00","11.00","13.45","4.56","0.42","29.00"
"2025","1","5","Friday","13","140","13","10.7692","135","5.74","4.00","7.00","12.00","16.30","5.02","1.00","28.00"
"2025","1","5","Friday","14","140","13","10.7692","134","6.05","4.00","7.93","13.68","17.00","5.65","0.10","34.00"
"2025","1","5","Friday","15","139","13","10.6923","137","5.33","4.00","6.00","9.14","13.20","4.42","0.10","27.00"
"2025","1","5","Friday","16","144","13","11.0769","141","5.68","4.00","6.00","12.00","15.00","6.14","0.95","39.00"
"2025","1","5","Friday","17","144","13","11.0769","139","5.68","4.00","7.10","11.01","15.10","4.31","0.13","21.80"
"2025","1","5","Friday","18","138","13","10.6154","136","5.64","4.00","7.10","13.00","15.25","4.67","0.18","20.20"
"2025","1","5","Friday","19","145","13","11.1538","142","5.68","4.00","6.00","14.00","15.96","4.88","0.10","25.00"
"2025","1","5","Friday","20","132","13","10.1538","129","6.20","4.00","9.00","13.20","15.00","5.51","0.10","31.00"
"2025","1","5","Friday","21","107","13","8.2308","106","6.60","5.00","9.00","15.00","19.00","5.89","0.10","29.00"
"2025","1","5","Friday","22","78","13","6.0000","75","10.24","8.00","15.48","21.00","25.80","8.52","0.33","41.00"
"2025","1","5","Friday","23","77","13","5.9231","75","9.84","5.98","9.61","24.00","34.20","12.98","0.17","73.00"
"2025","1","6","Saturday","0","74","13","5.6923","74","11.28","7.50","14.00","25.00","32.46","11.99","0.47","77.00"
"2025","1","6","Saturday","1","48","13","3.6923","48","14.00","10.11","24.00","29.60","38.49","14.01","0.35","70.00"
"2025","1","6","Saturday","2","62","13","4.7692","60","14.27","10.73","18.50","30.10","36.75","14.21","0.82","76.78"
"2025","1","6","Saturday","3","33","13","2.5385","32","19.93","18.50","26.25","43.94","50.60","15.58","1.03","61.00"
"2025","1","6","Saturday","4","39","13","3.0000","39","22.11","14.00","30.50","49.63","58.50","21.85","0.32","101.00"
"2025","1","6","Saturday","5","39","13","3.0000","38","17.72","15.00","22.75","40.50","42.75","13.6","1.00","59.00"
"2025","1","6","Saturday","6","40","13","3.0769","40","21.79","15.50","33.25","38.10","47.35","21.72","0.15","112.00"
"2025","1","6","Saturday","7","42","13","3.2308","42","16.76","9.63","26.50","33.94","48.40","16.44","1.00","74.00"
"2025","1","6","Saturday","8","72","13","5.5385","70","12.52","8.00","17.00","28.10","32.55","13.86","0.82","83.00"
"2025","1","6","Saturday","9","88","13","6.7692","87","10.32","7.00","13.78","21.00","29.10","10.84","0.13","64.00"
"2025","1","6","Saturday","10","133","13","10.2308","128","6.05","4.00","7.00","11.00","19.65","6.82","0.37","42.00"
"2025","1","6","Saturday","11","138","13","10.6154","137","5.80","4.00","8.00","13.00","16.61","5.31","0.20","32.00"
"2025","1","6","Saturday","12","121","13","9.3077","120","6.36","4.00","7.00","13.15","19.25","6.86","1.00","42.00"
"2025","1","6","Saturday","13","146","13","11.2308","143","5.66","4.00","7.00","12.00","15.90","5.13","1.00","37.00"
"2025","1","6","Saturday","14","155","13","11.9231","151","5.11","3.00","7.00","10.00","15.00","4.68","0.05","32.00"
"2025","1","6","Saturday","15","122","13","9.3846","121","6.27","4.00","8.00","14.00","18.00","5.7","0.17","28.00"
"2025","1","6","Saturday","16","125","13","9.6154","122","6.55","5.00","8.54","11.93","18.00","6.44","0.23","40.00"
"2025","1","6","Saturday","17","109","13","8.3846","104","7.20","5.00","10.00","15.00","16.85","6.58","0.88","33.00"
"2025","1","6","Saturday","18","130","13","10.0000","128","6.16","4.00","8.00","12.56","20.60","6.6","0.05","34.37"
"2025","1","6","Saturday","19","125","13","9.6154","123","6.48","4.43","8.00","14.60","21.90","6.71","0.08","42.00"
"2025","1","6","Saturday","20","112","13","8.6154","112","6.92","4.34","8.25","15.00","21.90","6.65","0.30","32.00"
"2025","1","6","Saturday","21","101","13","7.7692","101","7.66","5.00","11.00","17.00","20.08","6.68","0.85","32.00"
"2025","1","6","Saturday","22","106","13","8.1538","104","7.52","5.00","10.33","16.00","21.85","7.17","0.43","38.00"
"2025","1","6","Saturday","23","76","13","5.8462","74","10.01","6.54","16.14","22.00","24.91","8.76","0.45","39.00"
"2025","1","7","Sunday","0","72","13","5.5385","71","10.65","8.00","14.59","25.00","30.70","9.39","0.48","44.00"
"2025","1","7","Sunday","1","59","13","4.5385","58","13.40","10.19","19.75","30.30","36.00","11.15","0.73","43.00"
"2025","1","7","Sunday","2","46","13","3.5385","46","15.79","10.64","23.98","37.00","47.75","17.01","0.13","82.38"
"2025","1","7","Sunday","3","48","13","3.6923","48","16.57","13.00","24.42","38.27","50.15","15.72","1.00","64.00"
"2025","1","7","Sunday","4","31","13","2.3846","31","21.82","16.00","28.50","48.00","68.00","21.84","1.00","90.00"
"2025","1","7","Sunday","5","26","13","2.0000","26","30.36","26.18","55.51","59.21","64.35","23.35","1.38","71.00"
"2025","1","7","Sunday","6","45","13","3.4615","45","18.80","11.00","23.00","43.00","54.00","21.97","1.00","121.00"
"2025","1","7","Sunday","7","77","13","5.9231","76","11.51","7.00","16.00","29.50","35.25","12.42","0.35","60.00"
"2025","1","7","Sunday","8","83","13","6.3846","82","9.58","6.08","14.00","19.90","22.95","8.24","1.00","47.00"
"2025","1","7","Sunday","9","95","13","7.3077","95","8.27","5.58","12.00","15.83","25.90","7.9","0.22","40.00"
"2025","1","7","Sunday","10","127","13","9.7692","124","6.53","4.00","7.00","14.70","19.70","6.73","0.22","48.00"
"2025","1","7","Sunday","11","126","13","9.6923","125","6.02","4.02","8.00","12.60","15.00","5.55","0.43","35.00"
"2025","1","7","Sunday","12","134","13","10.3077","134","5.98","4.00","7.00","12.95","18.29","6.49","0.02","46.00"
"2025","1","7","Sunday","13","112","13","8.6154","109","7.16","4.08","10.63","16.00","20.55","7.38","0.37","47.00"
"2025","1","7","Sunday","14","131","13","10.0769","128","6.06","4.00","6.05","12.85","19.30","5.88","0.32","35.00"
"2025","1","7","Sunday","15","116","13","8.9231","113","6.89","4.00","9.00","14.80","18.40","6.58","0.25","34.00"
"2025","1","7","Sunday","16","118","13","9.0769","116","6.76","4.00","10.00","16.00","20.25","6.35","0.15","29.00"
"2025","1","7","Sunday","17","101","13","7.7692","98","7.92","6.00","12.00","15.60","20.15","6.48","1.00","32.00"
"2025","1","7","Sunday","18","121","13","9.3077","119","6.71","4.00","9.00","13.24","19.10","6.36","0.67","33.00"
"2025","1","7","Sunday","19","120","13","9.2308","119","6.50","4.00","8.85","13.00","20.00","7.81","0.12","66.17"
"2025","1","7","Sunday","20","101","13","7.7692","100","7.37","5.62","9.00","15.10","21.10","7.25","0.22","44.00"
"2025","1","7","Sunday","21","97","13","7.4615","95","8.31","6.87","10.50","16.60","21.28","7.15","0.05","36.00"
"2025","1","7","Sunday","22","75","13","5.7692","74","10.21","6.00","15.00","23.96","30.35","9.63","1.00","45.05"
"2025","1","7","Sunday","23","69","13","5.3077","68","10.76","8.00","16.00","24.13","27.65","9.13","1.00","45.00"
"2025","2","1","Monday","0","77","13","5.9231","77","9.93","5.13","12.00","21.80","38.60","10.53","0.40","45.00"
"2025","2","1","Monday","1","51","13","3.9231","49","16.16","13.00","21.58","32.14","45.20","13.64","0.78","64.00"
"2025","2","1","Monday","2","39","13","3.0000","39","16.88","13.00","24.00","37.20","39.00","15.55","0.15","76.00"
"2025","2","1","Monday","3","29","13","2.2308","29","27.73","22.00","41.00","73.42","79.65","26.36","1.50","97.73"
"2025","2","1","Monday","4","33","13","2.5385","33","23.56","20.22","35.00","44.80","55.53","16.64","1.80","60.00"
"2025","2","1","Monday","5","32","13","2.4615","32","22.56","17.00","28.00","50.11","62.44","21.94","1.27","101.60"
"2025","2","1","Monday","6","42","13","3.2308","42","21.50","10.50","33.25","52.10","74.00","26.54","1.00","128.08"
"2025","2","1","Monday","7","77","13","5.9231","77","11.74","9.00","14.00","22.40","29.80","13.23","0.08","80.00"
"2025","2","1","Monday","8","95","13","7.3077","94","8.40","6.00","11.00","16.70","23.35","7.37","1.00","41.00"
"2025","2","1","Monday","9","131","13","10.0769","130","6.27","5.00","8.00","13.10","17.00","5","0.02","24.00"
"2025","2","1","Monday","10","181","13","13.9231","174","4.49","3.00","5.58","9.00","11.00","3.74","0.68","26.00"
"2025","2","1","Monday","11","190","13","14.6154","186","4.35","3.00","5.00","8.50","13.65","3.87","0.10","23.00"
"2025","2","1","Monday","12","147","13","11.3077","145","5.18","3.00","6.00","11.00","13.85","4.63","0.08","28.00"
"2025","2","1","Monday","13","150","13","11.5385","144","5.55","4.00","8.00","11.70","15.70","5.15","0.27","30.00"
"2025","2","1","Monday","14","163","13","12.5385","159","4.77","3.00","6.50","10.04","14.00","4.14","0.22","26.00"
"2025","2","1","Monday","15","161","13","12.3846","156","5.03","4.00","6.00","11.00","14.50","4.24","0.18","22.00"
"2025","2","1","Monday","16","158","13","12.1538","152","5.09","4.00","6.00","9.50","13.45","4.44","0.25","30.00"
"2025","2","1","Monday","17","123","13","9.4615","123","6.47","4.00","9.00","14.00","18.90","5.85","0.10","25.42"
"2025","2","1","Monday","18","139","13","10.6923","136","5.72","4.00","8.00","13.00","14.83","4.9","0.32","28.32"
"2025","2","1","Monday","19","130","13","10.0000","128","6.04","4.18","9.00","12.15","16.82","4.75","0.50","20.68"
"2025","2","1","Monday","20","128","13","9.8462","126","5.69","4.00","7.00","13.00","16.00","5.21","0.07","32.00"
"2025","2","1","Monday","21","118","13","9.0769","118","6.57","4.25","9.00","13.30","17.30","5.6","0.05","33.00"
"2025","2","1","Monday","22","108","13","8.3077","108","7.56","6.00","10.00","17.59","19.48","6.61","0.13","33.00"
"2025","2","1","Monday","23","77","13","5.9231","76","9.21","7.50","12.00","20.00","29.25","8.68","1.00","40.00"
"2025","2","2","Tuesday","0","60","13","4.6154","60","12.55","7.50","16.00","28.30","44.10","13.87","0.08","71.00"
"2025","2","2","Tuesday","1","34","13","2.6154","34","23.75","21.50","36.80","46.40","58.50","18.86","0.15","66.00"
"2025","2","2","Tuesday","2","46","13","3.5385","46","15.34","10.00","19.24","42.77","51.15","15.51","0.28","56.00"
"2025","2","2","Tuesday","3","34","13","2.6154","34","17.82","11.83","26.04","41.84","51.81","16.62","1.25","59.00"
"2025","2","2","Tuesday","4","29","13","2.2308","29","31.96","25.60","52.00","74.50","79.81","27.44","1.00","89.28"
"2025","2","2","Tuesday","5","35","13","2.6923","35","22.53","18.70","37.50","48.80","51.99","18.09","1.13","66.00"
"2025","2","2","Tuesday","6","47","13","3.6154","47","18.55","10.00","25.95","50.15","64.94","21.67","0.10","85.00"
"2025","2","2","Tuesday","7","44","13","3.3846","44","17.02","11.50","26.25","40.05","45.55","15.79","0.18","62.00"
"2025","2","2","Tuesday","8","99","13","7.6154","97","9.67","7.00","11.43","18.00","31.00","10.75","1.00","64.00"
"2025","2","2","Tuesday","9","111","13","8.5385","107","7.07","5.00","9.00","14.77","17.00","6.41","0.52","40.00"
"2025","2","2","Tuesday","10","144","13","11.0769","140","5.75","4.00","8.00","12.00","14.10","4.94","0.03","33.10"
"2025","2","2","Tuesday","11","182","13","14.0000","177","4.50","3.00","5.00","10.11","13.20","3.97","0.18","23.00"
"2025","2","2","Tuesday","12","162","13","12.4615","162","4.70","3.00","6.00","9.90","14.95","4.1","1.00","20.10"
"2025","2","2","Tuesday","13","149","13","11.4615","146","5.45","4.00","7.00","11.50","15.00","4.79","0.05","31.00"
"2025","2","2","Tuesday","14","157","13","12.0769","154","5.12","4.00","6.00","11.00","14.35","4.28","0.02","22.00"
"2025","2","2","Tuesday","15","142","13","10.9231","141","5.59","4.00","6.00","12.00","16.00","5.31","0.83","34.00"
"2025","2","2","Tuesday","16","140","13","10.7692","138","5.16","4.00","6.81","11.30","14.00","4.27","0.07","23.00"
"2025","2","2","Tuesday","17","154","13","11.8462","152","5.35","4.00","7.00","11.90","16.59","5.05","0.03","31.00"
"2025","2","2","Tuesday","18","141","13","10.8462","139","5.58","4.00","8.00","12.00","14.00","4.33","0.03","22.95"
"2025","2","2","Tuesday","19","136","13","10.4615","133","5.97","4.00","8.12","13.00","17.00","5.47","0.65","30.00"
"2025","2","2","Tuesday","20","112","13","8.6154","110","7.05","5.00","9.88","16.00","18.10","5.61","0.38","25.00"
"2025","2","2","Tuesday","21","110","13","8.4615","109","6.83","4.65","9.00","15.20","18.60","6.34","0.07","36.00"
"2025","2","2","Tuesday","22","98","13","7.5385","96","8.03","6.00","11.00","15.83","21.66","7.87","0.85","55.35"
"2025","2","2","Tuesday","23","85","13","6.5385","85","8.15","5.00","11.00","17.60","27.62","8.28","0.08","41.00"
"2025","2","3","Wednesday","0","59","13","4.5385","58","14.06","10.00","20.75","27.00","39.89","12.07","0.50","50.00"
"2025","2","3","Wednesday","1","50","13","3.8462","50","16.72","11.00","26.75","36.40","53.65","16.69","0.12","69.00"
"2025","2","3","Wednesday","2","31","13","2.3846","31","18.82","16.65","25.76","39.83","41.43","12.55","2.00","49.00"
"2025","2","3","Wednesday","3","31","13","2.3846","30","27.32","20.33","37.25","75.00","75.50","23.95","1.00","91.00"
"2025","2","3","Wednesday","4","40","13","3.0769","40","21.07","18.50","32.25","48.56","52.18","18.55","2.20","79.00"
"2025","2","3","Wednesday","5","28","13","2.1538","28","24.82","22.50","32.00","48.30","50.95","14.65","2.00","57.00"
