"year","quarter","day_of_week_num","day_of_week_label","hour_of_day","arrivals_n","hours_observed","arrival_rate_per_hour","interarrival_n","mean_interarrival_min","median_interarrival_min","p75_interarrival_min","p90_interarrival_min","p95_interarrival_min","sd_interarrival_min","min_interarrival_min","max_interarrival_min"
"2025","2","3","Wednesday","6","31","13","2.3846","31","25.00","18.00","34.00","54.00","67.50","23.55","0.87","100.98"
"2025","2","3","Wednesday","7","43","13","3.3077","43","19.74","12.92","26.50","43.00","78.10","21.94","0.08","86.03"
"2025","2","3","Wednesday","8","92","13","7.0769","91","9.79","6.00","12.08","21.00","36.00","10.92","0.08","52.00"
"2025","2","3","Wednesday","9","127","13","9.7692","124","6.48","4.00","8.00","14.00","18.00","6.66","0.53","52.00"
"2025","2","3","Wednesday","10","133","13","10.2308","131","5.87","4.00","7.00","12.00","18.71","5.56","0.03","27.00"
"2025","2","3","Wednesday","11","171","13","13.1538","164","4.78","3.00","6.00","9.70","12.00","4.16","0.22","32.00"
"2025","2","3","Wednesday","12","149","13","11.4615","146","5.43","4.00","7.00","11.00","13.98","4.74","0.15","32.00"
"2025","2","3","Wednesday","13","164","13","12.6154","161","4.86","3.00","5.00","11.00","16.00","4.64","0.32","25.00"
"2025","2","3","Wednesday","14","150","13","11.5385","147","5.38","4.00","7.00","12.40","15.00","4.88","0.57","33.00"
"2025","2","3","Wednesday","15","135","13","10.3846","133","5.91","4.00","9.00","13.60","15.45","4.72","0.10","24.00"
"2025","2","3","Wednesday","16","149","13","11.4615","147","5.16","3.00","6.21","12.00","15.70","4.85","0.23","26.00"
"2025","2","3","Wednesday","17","135","13","10.3846","133","5.77","4.00","7.00","14.04","16.40","5.59","0.30","36.00"
"2025","2","3","Wednesday","18","150","13","11.5385","147","5.50","4.00","7.00","12.00","13.07","3.91","1.00","18.00"
"2025","2","3","Wednesday","19","130","13","10.0000","129","6.15","4.00","8.00","14.00","20.00","5.95","0.13","33.00"
"2025","2","3","Wednesday","20","115","13","8.8462","110","6.33","4.00","7.00","14.00","15.55","7.42","0.57","61.00"
"2025","2","3","Wednesday","21","108","13","8.3077","108","7.54","4.50","9.00","19.30","23.65","8.4","0.12","52.00"
"2025","2","3","Wednesday","22","99","13","7.6154","98","7.84","6.50","10.00","15.00","20.21","5.87","0.88","32.00"
"2025","2","3","Wednesday","23","74","13","5.6923","72","10.73","7.45","15.54","24.90","30.00","8.93","0.23","34.63"
"2025","2","4","Thursday","0","58","13","4.4615","55","12.61","9.00","15.00","30.00","32.60","10.87","1.00","53.00"
"2025","2","4","Thursday","1","41","13","3.1538","41","15.90","13.00","23.08","35.48","38.00","13.65","1.47","55.00"
"2025","2","4","Thursday","2","26","13","2.0000","25","26.93","17.00","34.00","61.40","75.40","24.35","2.00","96.63"
"2025","2","4","Thursday","3","39","13","3.0000","38","22.09","13.19","26.75","48.10","63.05","24.57","1.00","122.00"
"2025","2","4","Thursday","4","24","13","1.8462","24","31.00","25.50","31.25","68.00","85.45","36.12","2.00","165.00"
"2025","2","4","Thursday","5","25","13","1.9231","25","26.72","14.00","42.00","56.80","69.20","30.23","1.00","133.83"
"2025","2","4","Thursday","6","35","13","2.6923","34","33.32","18.57","41.25","79.00","101.90","41.37","0.85","205.00"
"2025","2","4","Thursday","7","48","13","3.6923","48","15.30","11.62","18.25","36.30","39.53","13.91","0.18","62.00"
"2025","2","4","Thursday","8","84","13","6.4615","84","10.10","6.00","11.41","21.00","34.10","12.45","0.12","70.00"
"2025","2","4","Thursday","9","111","13","8.5385","109","7.73","5.67","10.00","17.00","21.00","7.58","1.00","46.00"
"2025","2","4","Thursday","10","157","13","12.0769","149","5.46","4.00","7.00","11.00","15.20","5.06","0.50","38.00"
"2025","2","4","Thursday","11","163","13","12.5385","158","4.90","3.00","6.00","10.00","13.15","4.23","0.17","26.00"
"2025","2","4","Thursday","12","140","13","10.7692","139","5.65","4.00","6.50","13.15","15.10","4.77","0.13","27.00"
"2025","2","4","Thursday","13","149","13","11.4615","148","5.26","3.41","6.00","12.00","14.00","4.28","0.30","20.00"
"2025","2","4","Thursday","14","141","13","10.8462","138","5.63","4.00","7.00","12.00","16.15","4.98","1.00","28.00"
"2025","2","4","Thursday","15","128","13","9.8462","127","6.10","4.00","6.62","12.00","18.40","6.06","0.23","39.00"
"2025","2","4","Thursday","16","153","13","11.7692","151","4.88","3.00","6.00","10.00","15.00","4.54","0.13","25.00"
"2025","2","4","Thursday","17","142","13","10.9231","141","5.86","4.00","7.00","15.00","18.00","5.56","0.03","27.00"
"2025","2","4","Thursday","18","135","13","10.3846","131","6.03","4.00","7.00","12.00","15.50","5.96","0.32","42.00"
"2025","2","4","Thursday","19","141","13","10.8462","140","5.49","4.00","7.00","11.00","14.00","4.75","0.03","36.00"
"2025","2","4","Thursday","20","126","13","9.6923","125","6.04","4.00","7.00","13.82","15.00","5.26","0.12","33.00"
"2025","2","4","Thursday","21","107","13","8.2308","107","7.11","5.00","9.39","13.00","15.70","6.99","1.00","44.00"
"2025","2","4","Thursday","22","106","13","8.1538","104","7.44","5.00","9.61","15.71","21.00","7.54","0.03","44.00"
"2025","2","4","Thursday","23","76","13","5.8462","74","10.12","5.50","13.58","27.40","33.70","10.54","0.08","45.00"
"2025","2","5","Friday","0","57","13","4.3846","57","12.99","9.00","19.00","25.40","32.20","12.14","1.00","61.57"
"2025","2","5","Friday","1","48","13","3.6923","48","15.76","9.50","23.50","35.85","47.10","16.01","0.07","69.15"
"2025","2","5","Friday","2","30","13","2.3077","30","23.09","15.00","33.54","51.10","57.50","22.39","3.00","101.00"
"2025","2","5","Friday","3","30","13","2.3077","30","25.77","18.00","34.50","62.67","78.17","25.05","0.37","84.62"
"2025","2","5","Friday","4","35","13","2.6923","35","22.26","13.00","31.00","51.03","64.38","21.63","2.33","90.00"
"2025","2","5","Friday","5","42","13","3.2308","42","20.36","11.50","23.00","49.90","51.95","22.46","2.00","99.00"
"2025","2","5","Friday","6","37","13","2.8462","37","21.65","17.00","30.00","40.20","57.80","23.53","2.00","120.18"
"2025","2","5","Friday","7","72","13","5.5385","71","11.94","8.00","15.50","26.00","35.91","12.57","0.30","71.00"
"2025","2","5","Friday","8","85","13","6.5385","84","9.98","8.00","13.00","17.70","23.00","10.36","0.55","79.00"
"2025","2","5","Friday","9","125","13","9.6154","124","6.41","4.00","8.89","14.00","18.85","5.42","0.38","26.00"
"2025","2","5","Friday","10","158","13","12.1538","155","5.04","3.00","5.50","11.00","15.00","4.92","0.35","33.00"
"2025","2","5","Friday","11","139","13","10.6923","136","5.71","4.00","7.00","11.50","16.75","5.04","0.25","28.00"
"2025","2","5","Friday","12","161","13","12.3846","156","5.17","4.00","7.00","10.50","13.75","4.36","0.07","30.00"
"2025","2","5","Friday","13","135","13","10.3846","133","5.54","4.00","8.00","11.00","16.34","4.48","0.08","21.00"
"2025","2","5","Friday","14","133","13","10.2308","129","6.16","5.00","9.00","11.02","15.00","5.38","0.23","37.00"
"2025","2","5","Friday","15","149","13","11.4615","146","5.59","4.00","6.00","11.00","16.00","5.5","0.03","35.00"
"2025","2","5","Friday","16","145","13","11.1538","142","5.38","4.00","8.00","12.00","14.95","4.24","0.43","19.00"
"2025","2","5","Friday","17","139","13","10.6923","135","5.65","4.00","7.00","11.00","14.90","5.18","0.12","29.00"
"2025","2","5","Friday","18","145","13","11.1538","143","5.48","4.00","7.00","11.89","15.50","4.68","0.02","24.85"
"2025","2","5","Friday","19","136","13","10.4615","135","5.59","4.00","7.92","12.00","15.30","4.64","0.07","22.00"
"2025","2","5","Friday","20","135","13","10.3846","130","5.95","4.00","7.31","14.00","16.00","5.53","0.20","39.00"
"2025","2","5","Friday","21","113","13","8.6923","107","7.50","6.00","10.88","14.00","17.18","6.03","0.05","36.00"
"2025","2","5","Friday","22","91","13","7.0000","89","8.14","6.00","11.00","18.00","21.94","7.44","0.08","40.00"
"2025","2","5","Friday","23","83","13","6.3846","81","9.76","7.00","11.00","28.50","34.00","10.04","0.02","40.00"
"2025","2","6","Saturday","0","73","13","5.6154","73","10.33","6.42","13.93","23.62","36.00","10.5","1.00","43.00"
"2025","2","6","Saturday","1","51","13","3.9231","51","14.53","11.00","18.00","34.00","44.11","14.74","1.00","70.00"
"2025","2","6","Saturday","2","52","13","4.0000","50","15.61","9.00","23.28","38.78","43.74","13.2","0.52","46.00"
"2025","2","6","Saturday","3","38","13","2.9231","38","16.83","10.55","24.43","29.48","52.86","15.54","0.30","64.00"
"2025","2","6","Saturday","4","54","13","4.1538","54","16.91","9.78","26.08","37.46","40.40","19.11","0.35","94.00"
"2025","2","6","Saturday","5","41","13","3.1538","41","19.02","13.00","24.00","47.00","61.90","21.58","0.70","106.00"
"2025","2","6","Saturday","6","39","13","3.0000","39","18.13","12.00","25.14","37.40","40.85","18.9","1.30","104.00"
"2025","2","6","Saturday","7","61","13","4.6923","61","14.41","9.00","20.00","33.18","45.00","16.03","0.68","75.00"
"2025","2","6","Saturday","8","62","13","4.7692","62","13.57","9.50","18.75","28.90","32.95","12.88","2.00","69.00"
"2025","2","6","Saturday","9","93","13","7.1538","92","8.82","5.00","12.00","19.00","26.90","8.59","1.00","44.00"
"2025","2","6","Saturday","10","141","13","10.8462","139","5.71","4.00","7.00","11.07","15.07","4.41","0.13","25.00"
"2025","2","6","Saturday","11","134","13","10.3077","129","5.95","4.00","7.00","14.17","19.60","6","0.37","31.00"
"2025","2","6","Saturday","12","149","13","11.4615","148","5.45","4.00","7.00","11.00","15.65","4.87","0.30","27.00"
"2025","2","6","Saturday","13","151","13","11.6154","148","5.29","4.00","7.00","11.00","14.30","4.58","0.02","28.00"
"2025","2","6","Saturday","14","140","13","10.7692","136","5.48","4.00","7.00","12.00","13.00","4.2","0.38","23.00"
"2025","2","6","Saturday","15","115","13","8.8462","113","7.13","5.00","9.00","13.80","19.80","6.33","1.00","39.00"
"2025","2","6","Saturday","16","105","13","8.0769","103","7.62","5.00","10.00","16.64","20.55","7","0.78","42.00"
"2025","2","6","Saturday","17","119","13","9.1538","115","6.67","4.70","9.00","13.93","20.60","6.54","0.02","31.00"
"2025","2","6","Saturday","18","108","13","8.3077","106","7.11","4.00","10.00","14.00","21.75","6.88","0.17","42.00"
"2025","2","6","Saturday","19","102","13","7.8462","101","7.54","5.00","9.00","17.00","22.00","7.35","0.08","43.55"
"2025","2","6","Saturday","20","105","13","8.0769","105","7.62","6.00","10.00","15.00","23.20","6.77","0.30","33.00"
"2025","2","6","Saturday","21","95","13","7.3077","93","7.69","5.00","9.80","17.00","19.40","7.47","0.62","47.00"
"2025","2","6","Saturday","22","112","13","8.6154","108","8.12","5.00","11.00","17.00","20.73","7.51","0.32","44.00"
"2025","2","6","Saturday","23","76","13","5.8462","74","9.81","6.50","16.75","23.40","27.35","9.19","0.12","36.00"
"2025","2","7","Sunday","0","61","13","4.6923","61","11.72","9.00","15.00","21.77","32.00","9.72","1.00","43.00"
"2025","2","7","Sunday","1","68","13","5.2308","67","12.32","8.00","18.00","29.40","35.10","11.08","0.52","42.00"
"2025","2","7","Sunday","2","46","13","3.5385","45","17.12","14.00","23.87","35.95","44.53","13.25","0.07","53.00"
"2025","2","7","Sunday","3","49","13","3.7692","48","12.71","9.23","19.25","26.28","31.00","10.03","0.02","40.78"
"2025","2","7","Sunday","4","28","13","2.1538","28","23.72","23.50","35.63","48.80","54.47","18.98","1.00","70.00"
"2025","2","7","Sunday","5","38","13","2.9231","38","24.16","16.50","33.24","52.80","64.85","25.14","1.27","112.25"
"2025","2","7","Sunday","6","50","13","3.8462","50","18.17","11.50","25.91","47.50","62.55","18.94","0.38","72.00"
"2025","2","7","Sunday","7","56","13","4.3077","56","12.46","8.00","19.25","29.00","33.00","10.87","1.00","41.00"
"2025","2","7","Sunday","8","73","13","5.6154","73","12.58","9.00","17.00","28.80","32.80","12.34","0.62","62.00"
"2025","2","7","Sunday","9","74","13","5.6923","74","10.45","6.00","14.70","23.00","28.35","10.87","0.38","60.00"
"2025","2","7","Sunday","10","110","13","8.4615","110","7.59","4.00","11.11","16.00","25.55","7.24","0.08","33.00"
"2025","2","7","Sunday","11","118","13","9.0769","116","6.72","5.00","10.00","14.00","16.27","6.18","0.68","44.17"
"2025","2","7","Sunday","12","123","13","9.4615","120","5.90","4.00","8.00","12.21","17.04","5.26","0.08","28.00"
"2025","2","7","Sunday","13","130","13","10.0000","128","6.47","4.00","8.00","14.00","21.95","7.66","0.60","58.00"
"2025","2","7","Sunday","14","114","13","8.7692","111","6.66","4.00","9.42","14.00","20.50","6.35","0.88","33.93"
"2025","2","7","Sunday","15","130","13","10.0000","128","6.28","5.00","8.44","14.00","16.44","5.38","0.20","28.00"
"2025","2","7","Sunday","16","140","13","10.7692","139","5.76","4.00","7.00","13.00","16.20","5.28","0.22","26.00"
"2025","2","7","Sunday","17","108","13","8.3077","106","6.98","4.00","8.69","19.00","23.09","6.97","0.02","32.00"
"2025","2","7","Sunday","18","105","13","8.0769","102","7.71","5.00","10.19","19.90","22.00","6.82","0.37","26.00"
"2025","2","7","Sunday","19","111","13","8.5385","110","7.16","4.00","9.75","15.00","17.55","8.57","0.80","73.00"
"2025","2","7","Sunday","20","136","13","10.4615","132","6.01","4.00","8.00","13.00","17.00","5.38","0.37","30.00"
"2025","2","7","Sunday","21","108","13","8.3077","106","7.49","6.00","9.00","15.63","19.50","6.85","0.15","45.00"
"2025","2","7","Sunday","22","94","13","7.2308","91","8.17","6.00","12.42","17.82","20.50","6.92","0.75","38.00"
"2025","2","7","Sunday","23","71","13","5.4615","70","9.82","6.00","12.00","22.00","28.28","9.67","0.87","58.00"
"2025","3","1","Monday","0","68","13","5.2308","67","9.95","7.27","15.00","21.00","25.40","8.56","0.10","44.00"
"2025","3","1","Monday","1","45","13","3.4615","45","17.26","11.00","30.00","42.95","47.00","16.04","1.63","62.00"
"2025","3","1","Monday","2","37","13","2.8462","36","20.03","14.50","23.00","49.00","57.50","19.95","2.00","90.00"
"2025","3","1","Monday","3","28","13","2.1538","28","25.54","21.40","39.16","55.80","60.65","19.91","1.00","62.33"
"2025","3","1","Monday","4","37","13","2.8462","37","25.45","18.00","42.00","54.80","65.60","22.82","1.63","91.00"
"2025","3","1","Monday","5","38","13","2.9231","38","16.66","14.50","22.75","31.40","44.37","12.04","1.00","47.00"
"2025","3","1","Monday","6","59","13","4.5385","59","15.80","11.20","24.00","37.40","45.40","15.02","0.37","63.00"
"2025","3","1","Monday","7","62","13","4.7692","60","12.58","7.18","16.25","27.27","45.30","14.01","0.03","63.00"
"2025","3","1","Monday","8","108","13","8.3077","107","7.98","5.00","10.57","17.40","20.89","7.99","0.87","60.00"
"2025","3","1","Monday","9","135","13","10.3846","133","6.00","4.00","7.67","13.64","15.16","5.84","0.27","48.00"
"2025","3","1","Monday","10","167","13","12.8462","162","4.84","4.00","5.00","9.90","13.00","3.9","0.67","23.00"
"2025","3","1","Monday","11","166","13","12.7692","161","4.86","3.00","6.00","10.00","14.00","4.23","0.20","22.00"
"2025","3","1","Monday","12","176","13","13.5385","173","4.60","4.00","6.00","8.00","10.40","3.5","0.02","31.00"
"2025","3","1","Monday","13","140","13","10.7692","137","5.62","4.00","7.00","11.30","15.20","4.91","1.00","31.00"
"2025","3","1","Monday","14","174","13","13.3846","166","4.84","3.00","6.00","10.00","13.00","3.94","0.35","22.00"
"2025","3","1","Monday","15","163","13","12.5385","154","4.94","3.96","6.00","10.92","12.70","4.6","0.15","27.00"
"2025","3","1","Monday","16","144","13","11.0769","142","5.37","4.00","6.75","11.00","14.85","4.48","0.10","25.00"
"2025","3","1","Monday","17","150","13","11.5385","147","5.35","4.00","6.07","11.92","16.10","4.85","0.02","27.00"
"2025","3","1","Monday","18","144","13","11.0769","141","5.54","4.00","7.00","11.00","15.00","4.45","0.52","27.00"
"2025","3","1","Monday","19","136","13","10.4615","130","6.06","4.00","8.00","14.96","17.00","5.29","0.25","27.00"
"2025","3","1","Monday","20","143","13","11.0000","142","5.64","4.00","8.00","11.67","14.95","5.07","0.03","31.00"
"2025","3","1","Monday","21","109","13","8.3846","108","6.58","5.00","8.00","13.00","20.25","6.69","0.38","41.00"
"2025","3","1","Monday","22","88","13","6.7692","88","8.98","6.00","11.10","19.31","26.87","8.81","0.10","45.00"
"2025","3","1","Monday","23","82","13","6.3077","80","9.44","6.00","13.00","22.10","27.05","8.34","0.67","34.95"
"2025","3","2","Tuesday","0","69","14","4.9286","68","12.83","8.88","17.00","27.00","30.51","11.11","0.23","54.00"
"2025","3","2","Tuesday","1","48","14","3.4286","47","16.68","12.00","22.00","35.00","41.70","14.43","1.00","77.57"
"2025","3","2","Tuesday","2","40","14","2.8571","40","18.02","11.50","24.25","39.20","44.35","16.43","2.00","82.00"
"2025","3","2","Tuesday","3","31","14","2.2143","31","22.71","21.00","37.00","46.00","54.00","20.15","1.00","80.00"
"2025","3","2","Tuesday","4","38","14","2.7143","38","22.81","17.00","34.25","47.30","73.85","24.4","0.03","104.00"
"2025","3","2","Tuesday","5","48","14","3.4286","47","22.68","15.20","27.04","44.71","47.40","24.08","1.00","122.05"
"2025","3","2","Tuesday","6","55","14","3.9286","54","14.95","11.00","23.75","32.70","39.71","12.56","0.83","50.52"
"2025","3","2","Tuesday","7","56","14","4.0000","56","16.14","11.23","21.00","41.00","50.00","15.08","1.00","54.00"
"2025","3","2","Tuesday","8","89","14","6.3571","89","10.01","7.00","14.00","21.40","32.55","9.25","0.88","40.97"
"2025","3","2","Tuesday","9","136","14","9.7143","133","6.54","4.00","8.00","14.92","18.40","6.01","0.43","35.00"
"2025","3","2","Tuesday","10","164","14","11.7143","161","5.08","3.67","6.00","10.00","16.00","4.41","0.23","25.42"
"2025","3","2","Tuesday","11","165","14","11.7857","162","5.33","3.60","6.00","11.90","14.00","5.8","0.07","49.67"
"2025","3","2","Tuesday","12","181","14","12.9286","178","4.71","3.18","6.00","9.27","13.28","4.26","0.42","28.00"
"2025","3","2","Tuesday","13","166","14","11.8571","162","5.27","4.00","7.00","11.00","14.00","4.12","0.28","21.00"
"2025","3","2","Tuesday","14","155","14","11.0714","152","5.11","4.00","6.38","11.00","13.45","4.32","0.28","22.00"
"2025","3","2","Tuesday","15","154","14","11.0000","150","5.90","4.00","8.00","12.00","14.55","5.28","0.32","32.72"
"2025","3","2","Tuesday","16","146","14","10.4286","142","5.90","4.15","8.00","11.25","14.90","4.65","0.53","32.00"
"2025","3","2","Tuesday","17","134","14","9.5714","130","6.12","4.00","7.75","15.00","17.00","5.7","0.72","30.93"
"2025","3","2","Tuesday","18","168","14","12.0000","163","5.52","3.00","5.93","12.00","16.90","5.88","0.12","34.22"
"2025","3","2","Tuesday","19","137","14","9.7857","136","5.89","4.00","7.00","13.50","17.00","5.07","0.68","25.00"
"2025","3","2","Tuesday","20","123","14","8.7857","123","6.86","4.48","8.00","16.00","21.54","6.94","0.27","48.00"
"2025","3","2","Tuesday","21","132","14","9.4286","131","6.14","4.00","8.00","12.00","18.00","5.76","0.32","37.00"
"2025","3","2","Tuesday","22","98","14","7.0000","98","8.91","4.45","11.00","21.30","31.37","10.79","0.08","62.00"
"2025","3","2","Tuesday","23","90","14","6.4286","87","9.49","7.00","13.00","19.38","25.40","7.99","0.02","38.00"
"2025","3","3","Wednesday","0","43","13","3.3077","43","14.59","10.93","17.50","30.67","37.80","12.87","1.07","59.33"
"2025","3","3","Wednesday","1","54","13","4.1538","54","15.56","8.50","21.25","36.50","51.29","18.47","0.67","95.00"
"2025","3","3","Wednesday","2","44","13","3.3846","43","17.47","12.00","28.36","35.80","46.40","13.9","0.60","50.00"
"2025","3","3","Wednesday","3","37","13","2.8462","36","20.65","18.00","26.75","50.18","55.90","18.35","1.00","69.52"
"2025","3","3","Wednesday","4","29","13","2.2308","29","22.14","14.03","30.00","44.00","66.60","20.97","1.52","80.00"
"2025","3","3","Wednesday","5","42","13","3.2308","42","20.98","13.50","31.50","47.44","57.65","20.59","0.67","96.00"
"2025","3","3","Wednesday","6","33","13","2.5385","33","25.63","18.00","37.00","51.80","63.53","25.53","1.00","132.00"
"2025","3","3","Wednesday","7","52","13","4.0000","50","16.52","12.00","26.00","37.10","40.24","13.37","1.00","44.00"
"2025","3","3","Wednesday","8","86","13","6.6154","85","9.73","7.00","12.00","19.60","30.60","9.4","0.57","44.00"
"2025","3","3","Wednesday","9","148","13","11.3846","146","5.83","4.00","7.28","11.33","13.75","6.01","0.35","45.00"
"2025","3","3","Wednesday","10","167","13","12.8462","165","4.76","3.00","6.00","11.00","12.86","4.12","0.17","21.00"
"2025","3","3","Wednesday","11","145","13","11.1538","142","5.56","4.00","6.19","11.90","15.99","5.09","0.25","29.00"
"2025","3","3","Wednesday","12","171","13","13.1538","164","4.74","4.00","6.00","10.22","11.67","3.5","0.08","20.00"
"2025","3","3","Wednesday","13","153","13","11.7692","149","5.01","3.00","6.00","10.00","12.00","4.69","0.07","29.00"
"2025","3","3","Wednesday","14","147","13","11.3077","142","5.87","4.00","7.00","12.95","16.00","5.17","0.85","36.00"
"2025","3","3","Wednesday","15","146","13","11.2308","145","4.91","4.00","7.00","9.00","12.60","3.47","0.05","21.00"
"2025","3","3","Wednesday","16","150","13","11.5385","143","5.77","4.00","8.00","12.80","15.33","5.34","0.27","34.00"
"2025","3","3","Wednesday","17","155","13","11.9231","155","4.87","3.00","6.03","9.64","11.30","4.67","0.22","37.00"
"2025","3","3","Wednesday","18","139","13","10.6923","135","5.81","4.00","7.00","11.60","18.23","5.34","0.03","30.80"
"2025","3","3","Wednesday","19","141","13","10.8462","138","5.65","3.58","6.00","12.30","19.15","5.88","0.07","36.00"
"2025","3","3","Wednesday","20","133","13","10.2308","131","6.03","4.00","7.00","13.00","17.00","5.95","0.03","39.00"
"2025","3","3","Wednesday","21","123","13","9.4615","119","6.54","4.27","7.02","13.00","18.29","6.35","0.78","43.00"
"2025","3","3","Wednesday","22","101","13","7.7692","100","7.39","5.00","10.00","14.20","20.10","6.26","0.38","30.48"
"2025","3","3","Wednesday","23","74","13","5.6923","74","10.69","7.00","12.41","22.10","34.35","12.43","0.45","67.00"
"2025","3","4","Thursday","0","46","13","3.5385","44","15.12","11.00","19.79","35.43","44.55","13.54","1.00","55.00"
"2025","3","4","Thursday","1","43","13","3.3077","43","18.66","14.00","24.85","39.00","44.44","15.02","1.00","68.00"
"2025","3","4","Thursday","2","42","13","3.2308","42","13.96","11.18","19.49","30.70","33.90","11.48","1.00","48.00"
"2025","3","4","Thursday","3","44","13","3.3846","43","19.97","11.00","29.44","42.60","57.30","20.26","0.12","98.42"
"2025","3","4","Thursday","4","27","13","2.0769","27","27.58","16.00","37.50","57.60","104.10","34.7","1.20","142.00"
"2025","3","4","Thursday","5","46","13","3.5385","44","19.58","10.31","25.25","49.00","65.12","21.2","1.00","92.00"
"2025","3","4","Thursday","6","40","13","3.0769","40","22.15","15.50","24.50","58.10","75.20","22.9","0.85","103.00"
"2025","3","4","Thursday","7","49","13","3.7692","48","15.79","10.50","22.75","34.00","38.72","13.53","1.00","53.00"
"2025","3","4","Thursday","8","89","13","6.8462","88","10.18","7.00","14.00","22.00","24.65","10.89","1.00","85.00"
"2025","3","4","Thursday","9","121","13","9.3077","119","6.63","5.00","8.20","12.00","15.10","6","0.40","41.00"
"2025","3","4","Thursday","10","151","13","11.6154","149","5.03","3.03","7.00","10.00","14.00","4.52","0.15","29.00"
"2025","3","4","Thursday","11","151","13","11.6154","147","5.38","4.00","6.00","10.43","16.40","4.61","0.22","28.00"
"2025","3","4","Thursday","12","145","13","11.1538","145","5.50","4.00","7.00","12.00","15.60","4.8","0.72","29.00"
"2025","3","4","Thursday","13","143","13","11.0000","142","5.43","4.00","7.00","11.90","14.95","4.5","0.27","27.00"
"2025","3","4","Thursday","14","143","13","11.0000","140","5.28","4.00","7.00","11.00","14.92","4.54","0.08","28.77"
"2025","3","4","Thursday","15","147","13","11.3077","145","5.68","4.00","7.00","12.20","17.00","5.42","0.13","28.00"
"2025","3","4","Thursday","16","139","13","10.6923","136","5.57","4.00","7.00","10.39","15.54","5.79","0.60","48.00"
"2025","3","4","Thursday","17","142","13","10.9231","142","5.56","4.00","6.26","11.90","15.95","5.33","0.90","35.65"
"2025","3","4","Thursday","18","138","13","10.6154","132","6.11","4.00","7.00","12.00","16.18","6.26","0.37","37.00"
"2025","3","4","Thursday","19","141","13","10.8462","139","5.23","3.70","7.00","12.00","14.00","4.23","0.52","19.00"
"2025","3","4","Thursday","20","115","13","8.8462","112","6.76","4.00","9.00","15.46","20.35","6.3","1.00","36.00"
"2025","3","4","Thursday","21","127","13","9.7692","123","6.58","5.00","9.00","13.90","17.00","6.41","0.20","47.00"
"2025","3","4","Thursday","22","87","13","6.6923","87","8.52","6.00","12.50","17.80","22.95","7.38","0.08","43.00"
"2025","3","4","Thursday","23","94","13","7.2308","92","8.00","6.00","9.50","15.96","23.70","7.49","1.00","37.00"
"2025","3","5","Friday","0","56","13","4.3077","56","14.57","11.00","21.25","34.05","38.74","12.44","0.90","54.00"
"2025","3","5","Friday","1","47","13","3.6154","46","16.10","12.28","24.00","32.39","33.00","12.69","0.27","55.00"
"2025","3","5","Friday","2","38","13","2.9231","38","18.13","18.00","24.33","32.77","37.15","11.43","1.00","48.00"
"2025","3","5","Friday","3","35","13","2.6923","35","19.05","14.00","25.73","40.17","48.50","15.75","1.00","65.00"
"2025","3","5","Friday","4","31","13","2.3846","31","23.47","17.00","31.00","47.53","65.00","23.38","0.63","100.83"
"2025","3","5","Friday","5","38","13","2.9231","38","24.76","16.72","30.10","60.49","82.22","25.63","0.53","100.35"
"2025","3","5","Friday","6","48","13","3.6923","48","17.39","11.84","24.25","38.90","52.42","17.39","1.00","79.00"
"2025","3","5","Friday","7","63","13","4.8462","63","13.70","11.00","18.13","26.60","28.90","13.56","0.15","85.00"
"2025","3","5","Friday","8","91","13","7.0000","91","8.69","6.00","10.98","18.00","23.13","9.57","0.47","54.00"
"2025","3","5","Friday","9","113","13","8.6923","110","7.55","5.00","9.75","14.10","17.00","7.69","0.90","48.00"
"2025","3","5","Friday","10","133","13","10.2308","131","5.75","4.00","7.00","11.00","15.50","4.69","0.70","32.00"
"2025","3","5","Friday","11","160","13","12.3077","155","5.35","4.00","6.00","11.00","14.60","4.89","0.08","34.00"
"2025","3","5","Friday","12","159","13","12.2308","155","4.79","4.00","6.00","9.60","11.50","3.64","0.83","24.00"
"2025","3","5","Friday","13","149","13","11.4615","148","5.44","4.00","7.00","11.04","13.94","4.7","0.58","31.00"
